ID,Gender,MaritalStatus,EducationLevel,Field,Experience,Happiness,TakeAdditionalCourse,Position,Sector,Age,SatisfiedMySalary,WagePolicyFairness,SatisfiedNonWageCompensation,SatisfiedMyWork,SatisfiedMyOrganization,ManagementAttitude,WageReward,ColleaguesAttitude,WorkingConditions,JobSecurity,FinancialPerformance,NonFinancialPerformance
549,Male,Single,Bachelor,Production,6 - 10 Years,Yes,Yes,Mid-level manager,Private,32,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,4,3.71,3.83,3.33,4.5,3.75,4.25
550,Male,Single,PhD,Education,16 - 20 Years,Yes,No,Mid-level manager,Private,40,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,3.83,3.43,3.83,4.33,3,3,3
551,Male,Single,Bachelor,Education,1 - 5 Years,Yes,No,Staff,State,28,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,4.67,4,4.17,4.17,4.5,4.75,5
552,Female,Single,Master,Education,6 - 10 Years,Yes,No,Mid-level manager,Private,34,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,4.08,3.86,4.5,4.5,4,3.25,4
553,Male,Single,Master,Health Care,11 - 15 Years,Yes,Yes,Mid-level manager,Private,33,Strongly agree,Disagree,Disagree,Agree,Agree,3.67,2.57,3.67,3.33,5,4.5,4.25
554,Male,Single,Master,Education,11 - 15 Years,Yes,No,Mid-level manager,Private,43,Agree,Disagree,Disagree,Agree,Agree,4.17,3.14,4,4.5,5,3.5,3.5
555,Male,Single,Master,Education,16 - 20 Years,Yes,No,Mid-level manager,Private,42,Agree,Agree,Neither agree nor disagree,Agree,Strongly agree,3.58,3.86,4.17,4.33,3,3.75,4
556,Male,Single,Bachelor,Education,16 - 20 Years,Yes,Yes,Expert,Private,48,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,3.42,3.43,3.83,4,4,3.75,4.25
557,Male,Single,Bachelor,Production,1 - 5 Years,No,No,Operation manager,State,25,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,3.42,3,3,3.17,3,3,3
558,Male,Single,PhD,Education,21 + Years,No,No,Senior manager,Private,44,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,2.67,1.71,3.5,3.33,3,3.5,3.5
559,Male,Single,Master,Education,6 - 10 Years,Yes,No,Mid-level manager,Private,40,Agree,Agree,Disagree,Strongly agree,Strongly agree,4,3.71,3.83,5,3.5,3.25,3.25
560,Male,Single,Bachelor,Finance,1 - 5 Years,Yes,Yes,Mid-level manager,Private,21,Agree,Agree,Strongly agree,Agree,Agree,4.17,4.29,3.67,4.17,4.5,3.5,3.5
561,Female,Single,Master,Education,11 - 15 Years,Yes,Yes,Expert,Private,35,Agree,Agree,Agree,Strongly agree,Strongly agree,4.17,3.86,4,4.67,4,3.25,3.5
562,Male,Single,Bachelor,Health Care,6 - 10 Years,Yes,Yes,Mid-level manager,Private,29,Agree,Disagree,Disagree,Strongly agree,Agree,4.17,2.71,3.5,3.83,4.5,1,1
563,Male,Single,Master,Health Care,16 - 20 Years,Yes,No,Staff,State,42,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,1.42,1.43,2.33,2.5,1.5,3.25,2.25
564,Male,Single,Master,Finance,1 - 5 Years,Yes,Yes,Expert,Private,31,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Agree,2.92,2.14,1,3.83,5,1.25,1.5
